SEASON,TEAMID,SCORE_MEAN,SCORE_MEDIAN,SCORE_STDDEV,FGM_MEAN,FGM_MEDIAN,FGM_STDDEV,FGA_MEAN,FGA_MEDIAN,FGA_STDDEV,FGM3_MEAN,FGM3_MEDIAN,FGM3_STDDEV,FGA3_MEAN,FGA3_MEDIAN,FGA3_STDDEV,FTM_MEAN,FTM_MEDIAN,FTM_STDDEV,FTA_MEAN,FTA_MEDIAN,FTA_STDDEV,OR_MEAN,OR_MEDIAN,OR_STDDEV,DR_MEAN,DR_MEDIAN,DR_STDDEV,AST_MEAN,AST_MEDIAN,AST_STDDEV,TO_MEAN,TO_MEDIAN,TO_STDDEV,STL_MEAN,STL_MEDIAN,STL_STDDEV,BLK_MEAN,BLK_MEDIAN,BLK_STDDEV,PF_MEAN,PF_MEDIAN,PF_STDDEV,WLOCA,WLOCH,WLOCN,WINMARGINMEDIAN,WINMARGINMEAN,LOSEMARGINMEDIAN,LOSEMARGINMEAN,WON_CONFERENCE,TOTAL_WINS,CONF_ACC,CONF_AEC,CONF_A_SUN,CONF_A_TEN,CONF_BIG_EAST,CONF_BIG_SKY,CONF_BIG_SOUTH,CONF_BIG_TEN,CONF_BIG_TWELVE,CONF_BIG_WEST,CONF_CAA,CONF_CUSA,CONF_GWC,CONF_HORIZON,CONF_IND,CONF_IVY,CONF_MAAC,CONF_MAC,CONF_MEAC,CONF_MVC,CONF_MWC,CONF_NEC,CONF_OVC,CONF_PAC_TEN,CONF_PAC_TWELVE,CONF_PATRIOT,CONF_SEC,CONF_SOUTHERN,CONF_SOUTHLAND,CONF_SUMMIT,CONF_SUN_BELT,CONF_SWAC,CONF_WAC,CONF_WCC
2010,3113,62.56666666666667,62.0,10.053935010502219,22.9,22.5,4.648692808477046,54.96666666666667,54.5,7.743666303250158,2.7666666666666666,3.0,1.2780193008453877,9.5,9.0,3.0484591924898488,14.0,13.5,5.699364755890752,20.4,18.5,7.636572619919905,14.4,13.0,5.702993769156203,22.766666666666666,22.0,5.648822479269361,13.233333333333333,12.0,5.263297336325842,19.433333333333334,19.0,5.48781303927375,9.066666666666666,9.0,3.7502490338765453,4.2,4.0,2.295422731707905,18.566666666666666,19.0,3.1369140703974456,6.0,10.0,1.0,9.0,12.411764705882353,10.0,9.692307692307692,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,3114,66.84375,66.5,11.325419240263995,25.46875,25.5,5.041661112589138,56.78125,58.0,5.386568570782511,3.5,3.0,2.0160645150967413,11.0,11.0,3.7070116649224305,12.40625,12.0,5.961485931890559,17.78125,16.0,7.2811483275471,11.53125,12.0,3.222745523567975,23.15625,23.0,5.6346243828212605,15.40625,15.5,5.807999905580734,12.25,12.5,4.032129030193482,9.0625,9.0,2.7349293792852167,2.3125,2.0,2.2351661553306243,16.71875,16.0,4.08170090257291,11.0,15.0,0.0,18.0,19.96153846153846,9.0,9.5,0.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,3115,63.36666666666667,62.0,11.127732778136311,21.933333333333334,21.5,4.250219737389111,58.5,59.0,6.53241255533539,4.166666666666667,4.0,2.0356026530046427,16.066666666666666,16.5,4.298623142302687,15.333333333333334,14.0,6.546035037535597,22.833333333333332,23.0,7.7641232084120295,14.933333333333334,14.5,3.6382388059602957,23.5,23.5,4.345032835874499,11.733333333333333,11.5,4.517653749713324,22.633333333333333,23.5,5.49911173600405,10.066666666666666,10.0,4.5023620875953645,3.0,3.0,1.7616606585441104,23.266666666666666,22.0,5.14569343427494,2.0,6.0,0.0,15.5,15.125,12.0,18.772727272727273,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,3116,64.93333333333334,63.5,14.495976453255341,24.2,23.0,5.647092630054319,60.333333333333336,60.5,7.396799556440672,5.466666666666667,5.0,2.47377044809842,18.0,18.0,4.748865563261508,11.066666666666666,11.0,5.953459344021721,16.033333333333335,15.5,7.93283587738151,13.1,13.0,4.787555707787891,24.966666666666665,24.5,5.592379872976993,12.633333333333333,11.0,4.8953414401951525,18.333333333333332,17.5,6.244077653835387,9.3,9.0,3.3543589757107144,4.333333333333333,4.0,2.248882225544018,17.433333333333334,17.0,4.753824836351528,3.0,6.0,3.0,9.5,11.833333333333334,13.0,11.944444444444445,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,3117,65.03333333333333,67.0,9.521240622340438,23.533333333333335,23.5,4.0149147226167905,62.2,60.5,6.984712370352251,3.466666666666667,3.0,2.012603963188903,11.566666666666666,12.0,2.37346441585572,14.5,13.5,5.770017629806331,22.166666666666668,20.5,7.52505393878404,15.966666666666667,15.0,5.653703902406982,24.9,23.5,5.996263204179175,11.566666666666666,12.0,3.6453402786470344,18.733333333333334,19.0,4.813295761944618,9.433333333333334,9.0,3.9188609651744235,4.0,4.0,2.212815338915096,17.233333333333334,17.0,4.031627833581089,3.0,9.0,0.0,11.5,10.083333333333334,11.0,13.555555555555555,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,3119,52.291666666666664,52.0,9.525613830120328,19.166666666666668,19.5,3.9963751691693843,53.541666666666664,54.0,6.345002598188161,4.625,5.0,2.242136015732203,16.916666666666668,17.5,3.933321051319562,9.333333333333334,9.0,4.370520481059701,13.875,12.0,5.795894348963569,12.208333333333334,12.5,3.425977063638885,23.541666666666668,23.5,5.073196116904976,9.875,10.5,3.825685502654052,17.208333333333332,16.0,5.090307641396341,6.458333333333333,7.0,2.4313025077225525,3.125,3.0,2.0283319340735653,16.416666666666668,16.0,3.105628364153039,1.0,7.0,0.0,8.0,9.5,13.0,14.4375,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,3120,61.83870967741935,61.0,8.892306690593273,23.741935483870968,24.0,3.4637911978590146,56.774193548387096,56.0,6.4068176053292625,3.903225806451613,4.0,2.2709005366399975,12.193548387096774,13.0,3.8159258801214477,10.451612903225806,10.0,5.1886973938707674,17.774193548387096,17.0,6.979539991620054,15.483870967741936,14.0,4.7389940405247435,24.29032258064516,23.0,4.8798466395785915,13.483870967741936,13.0,3.604358174413631,16.93548387096774,17.0,4.6038786826686895,5.967741935483871,5.0,3.071198148038665,5.129032258064516,5.0,3.413130874372004,14.774193548387096,14.0,4.088273290109611,5.0,8.0,2.0,13.0,12.6,14.0,12.4375,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,3122,66.1875,68.0,11.966182186856097,22.90625,23.5,4.66531038278719,59.15625,59.5,6.749477279640779,4.15625,3.5,2.2448417574806987,15.40625,14.5,5.363312499541859,16.21875,16.0,6.439466893382382,23.625,23.0,8.186337950039569,14.53125,14.0,4.957785503304292,26.25,26.5,5.842005842008766,10.15625,10.5,3.584099067971233,18.28125,18.0,4.444891050589756,7.25,7.0,3.2824066701716137,2.90625,3.0,1.95694585943868,17.40625,17.0,3.4347312896729005,4.0,9.0,2.0,9.0,10.066666666666666,20.0,19.41176470588235,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,3123,67.06451612903226,67.0,10.16508889572858,24.451612903225808,24.0,4.113706436434337,58.29032258064516,59.0,7.081400748378797,6.096774193548387,5.0,2.687685977561087,18.419354838709676,19.0,5.220307740279859,12.064516129032258,11.0,5.1764562129637675,16.838709677419356,15.0,6.787718193882973,13.161290322580646,13.0,4.48030336914476,25.322580645161292,25.0,4.721490561070685,13.774193548387096,14.0,4.287265464289601,18.967741935483872,18.0,4.354950217608631,7.67741935483871,7.0,2.6631697501810825,3.032258064516129,3.0,1.6630067341563781,18.580645161290324,19.0,3.5569105840920163,4.0,10.0,0.0,8.0,11.071428571428571,9.0,9.647058823529411,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3124,72.09375,69.0,15.942152230547022,26.09375,26.0,6.600876652433762,56.34375,56.0,7.267290283490547,2.46875,2.0,1.7594789367969876,8.65625,9.0,4.403879338243324,17.4375,17.5,6.8624151678169305,24.0,25.0,8.67699963009364,12.1875,12.0,2.9668871489894433,31.0625,30.0,5.9402264538130725,14.6875,15.0,5.318485717060885,16.875,17.0,4.619384123172628,6.96875,6.0,4.589499761903919,7.25,7.5,3.2824066701716124,14.125,14.0,3.5446461218339222,4.0,15.0,4.0,20.0,25.434782608695652,9.0,10.777777777777779,0.0,23.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3125,64.6896551724138,67.0,10.254279414245488,21.517241379310345,21.0,3.651033998894524,59.44827586206897,59.0,7.0790748330986615,7.241379310344827,7.0,3.1128210954717255,23.17241379310345,23.0,5.831374289854355,14.413793103448276,14.0,5.735336840147293,20.482758620689655,19.0,6.8640923323333904,12.310344827586206,12.0,3.2525094517910547,27.20689655172414,27.0,5.420722871831947,12.724137931034482,13.0,2.7761297793374395,14.862068965517242,15.0,4.257129632670305,6.0,5.0,3.0,3.586206896551724,3.0,2.0791007908521815,17.75862068965517,17.0,4.372439433655453,6.0,7.0,1.0,10.0,11.928571428571429,14.0,14.133333333333333,0.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3126,60.464285714285715,62.0,10.857604069847367,20.857142857142858,20.0,3.8558688862207005,56.67857142857143,56.0,9.281816438721268,2.9285714285714284,3.0,2.0892772350933626,9.035714285714286,9.0,4.417827041340094,15.821428571428571,15.5,6.48675900030534,24.285714285714285,24.0,9.115949160703403,13.25,13.0,5.096294950473552,25.464285714285715,26.0,3.5222272294791894,10.928571428571429,10.5,3.5582826842980952,19.714285714285715,21.0,4.65758754003848,8.178571428571429,8.5,3.878273493580009,2.607142857142857,3.0,2.199987974955111,17.964285714285715,17.0,3.490538989019094,5.0,6.0,2.0,7.0,7.3076923076923075,18.0,19.533333333333335,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3127,61.46666666666667,60.0,13.198049315983276,22.3,22.5,4.639782991358168,58.46666666666667,57.5,7.445124918862763,7.066666666666666,7.0,3.3002960508094583,19.533333333333335,18.0,7.2479882266276725,9.8,9.0,5.228568736708237,15.433333333333334,14.0,7.219147591926833,13.733333333333333,13.0,4.193042951771696,23.933333333333334,24.0,5.071443604131378,11.533333333333333,11.5,4.861767333922449,15.633333333333333,16.0,4.78130939599498,7.666666666666667,8.0,2.0057388927143847,2.533333333333333,2.0,1.978040363127335,15.9,15.5,3.924722700505358,5.0,6.0,0.0,16.0,16.454545454545453,13.0,13.263157894736842,0.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3129,70.16666666666667,72.5,9.161701894800734,25.033333333333335,25.0,3.2322014845584133,62.666666666666664,64.0,7.530779752333813,5.166666666666667,5.0,2.422357548330556,17.666666666666668,18.5,4.8589294502286045,14.933333333333334,14.5,5.860053744212375,21.366666666666667,21.0,7.392835923277732,14.733333333333333,13.5,4.733835168475857,26.766666666666666,27.0,4.75382483635153,11.833333333333334,12.0,3.130311577896463,17.1,17.0,4.707660668051303,9.333333333333334,8.0,3.8176841990502774,4.0,3.5,2.1334770066562787,18.2,18.5,4.366012936938831,5.0,12.0,1.0,9.5,11.166666666666666,10.0,11.333333333333334,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,3130,69.0,68.0,9.688703099070345,25.6875,26.0,5.057332587760647,58.21875,58.0,6.917646322641919,5.875,6.0,1.9633743172603184,17.71875,18.5,3.5490514407419145,11.75,11.0,4.905559716182473,15.3125,15.0,5.5731933279734465,13.3125,13.0,3.9548867281197913,24.75,23.5,5.13055363924414,15.09375,14.0,3.9214823974548683,18.03125,18.0,4.3587833090764985,6.0,6.0,2.1402441826320477,3.25,3.0,1.796053020267749,16.21875,16.0,3.3862566162309293,4.0,10.0,3.0,8.0,13.647058823529411,6.0,7.8,0.0,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3131,64.83333333333333,67.0,11.262030604350773,22.1,22.0,3.844835317759352,59.56666666666667,58.5,5.5627042129632915,6.666666666666667,6.5,2.868777624262861,19.766666666666666,19.0,5.715576619375688,13.966666666666667,13.5,5.5552605285647845,20.633333333333333,21.5,6.784786904047416,11.333333333333334,10.5,3.1767835971291003,27.066666666666666,26.5,4.91256891385081,12.9,13.0,3.4073956077312486,15.2,14.0,4.759020472961738,7.8,8.0,3.367184437253587,3.2333333333333334,3.0,2.0791797675398644,16.6,16.0,5.062369623693686,6.0,8.0,2.0,10.5,11.125,10.5,12.571428571428571,0.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3132,73.72727272727273,74.0,9.328292740611511,24.96969696969697,25.0,4.171966326602245,58.36363636363637,59.0,7.4950741399692875,8.272727272727273,8.0,2.9503466668419587,21.545454545454547,21.0,5.607422029612345,15.515151515151516,15.0,6.005836807437891,20.454545454545453,18.0,7.554348536980658,12.909090909090908,13.0,3.843530573929037,24.727272727272727,24.0,3.9312269655344827,14.727272727272727,14.0,4.207676966515545,15.636363636363637,15.0,4.159463470645747,8.363636363636363,8.0,3.4352782076036235,3.393939393939394,4.0,2.0606339124677437,16.151515151515152,16.0,3.2703326677229274,11.0,16.0,0.0,18.0,18.48148148148148,5.0,8.333333333333334,1.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3133,62.93103448275862,62.0,9.557835358948617,23.413793103448278,23.0,4.387622536988979,55.48275862068966,56.0,6.068776586848766,5.344827586206897,5.0,2.3494051233232502,16.75862068965517,17.0,4.171803073815866,10.758620689655173,10.0,3.9338746113886343,18.17241379310345,17.0,5.8129717351874906,14.137931034482758,15.0,3.8240231052334925,27.0,27.0,4.423960733486294,14.10344827586207,14.0,4.011989420885914,21.517241379310345,20.0,5.054140379468051,8.03448275862069,9.0,3.041178796602792,5.103448275862069,5.0,2.454512281874328,19.137931034482758,18.0,4.282223537327929,7.0,9.0,0.0,10.0,10.375,14.0,14.076923076923077,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3135,53.32142857142857,54.0,11.188795888707302,18.892857142857142,20.0,3.6549234750491815,58.25,58.5,4.758034141206733,3.857142857142857,4.0,2.2062921084309908,16.357142857142858,16.5,4.253227843643823,11.678571428571429,11.0,4.455986995696924,16.75,15.0,6.380671043312213,14.142857142857142,14.5,3.60775179521444,23.214285714285715,23.0,3.8040635471689304,9.25,9.0,3.001542813164467,18.642857142857142,18.5,5.28600027826323,9.607142857142858,9.0,3.881001070879691,2.6785714285714284,2.0,1.8669359216239143,18.642857142857142,18.5,2.996470587013325,3.0,5.0,0.0,7.0,8.25,15.0,18.65,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3136,63.58620689655172,63.0,11.620539824500744,21.482758620689655,21.0,4.162937575929255,57.206896551724135,57.0,7.168279881059471,6.0344827586206895,6.0,2.5281664533340256,17.724137931034484,17.0,5.364543328481251,14.586206896551724,16.0,4.82935400426622,21.344827586206897,21.0,6.125333005926905,14.758620689655173,15.0,4.595457169965271,26.655172413793103,26.0,4.1685545805039395,13.620689655172415,14.0,3.488898650448798,20.448275862068964,20.0,4.717643228929884,6.689655172413793,7.0,2.4363826856906132,3.3793103448275863,3.0,2.226685446761113,17.93103448275862,17.0,5.496304176982142,5.0,8.0,0.0,10.0,11.615384615384615,12.0,12.625,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,3137,52.63157894736842,54.0,7.818855601939243,20.0,19.0,2.403700850309326,50.0,50.0,7.318166133366716,3.0526315789473686,3.0,2.0405251015506964,10.421052631578947,10.0,4.127358443278007,9.578947368421053,9.0,5.862458618415278,15.473684210526315,16.0,6.777154606573728,12.31578947368421,14.0,4.346807661043362,24.94736842105263,26.0,5.306952297699544,11.736842105263158,12.0,2.02325659555628,22.473684210526315,24.0,6.04031291548369,6.631578947368421,6.0,3.2695654878794156,3.8947368421052633,4.0,3.03488489333442,17.31578947368421,17.0,4.5467037092692815,2.0,1.0,0.0,14.0,13.0,13.0,13.5625,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
