SEASON,WTEAMID,LTEAMID,WSCORE,LSCORE,ROUND,W_REGION,W_SEED,L_REGION,L_SEED,W_SCORE_MEAN,W_SCORE_MEDIAN,W_SCORE_STDDEV,W_FGM_MEAN,W_FGM_MEDIAN,W_FGM_STDDEV,W_FGA_MEAN,W_FGA_MEDIAN,W_FGA_STDDEV,W_FGM3_MEAN,W_FGM3_MEDIAN,W_FGM3_STDDEV,W_FGA3_MEAN,W_FGA3_MEDIAN,W_FGA3_STDDEV,W_FTM_MEAN,W_FTM_MEDIAN,W_FTM_STDDEV,W_FTA_MEAN,W_FTA_MEDIAN,W_FTA_STDDEV,W_OR_MEAN,W_OR_MEDIAN,W_OR_STDDEV,W_DR_MEAN,W_DR_MEDIAN,W_DR_STDDEV,W_AST_MEAN,W_AST_MEDIAN,W_AST_STDDEV,W_TO_MEAN,W_TO_MEDIAN,W_TO_STDDEV,W_STL_MEAN,W_STL_MEDIAN,W_STL_STDDEV,W_BLK_MEAN,W_BLK_MEDIAN,W_BLK_STDDEV,W_PF_MEAN,W_PF_MEDIAN,W_PF_STDDEV,W_WLOCA,W_WLOCH,W_WLOCN,W_WINMARGINMEDIAN,W_WINMARGINMEAN,W_LOSEMARGINMEDIAN,W_LOSEMARGINMEAN,W_WON_CONFERENCE,W_TOTAL_WINS,L_SCORE_MEAN,L_SCORE_MEDIAN,L_SCORE_STDDEV,L_FGM_MEAN,L_FGM_MEDIAN,L_FGM_STDDEV,L_FGA_MEAN,L_FGA_MEDIAN,L_FGA_STDDEV,L_FGM3_MEAN,L_FGM3_MEDIAN,L_FGM3_STDDEV,L_FGA3_MEAN,L_FGA3_MEDIAN,L_FGA3_STDDEV,L_FTM_MEAN,L_FTM_MEDIAN,L_FTM_STDDEV,L_FTA_MEAN,L_FTA_MEDIAN,L_FTA_STDDEV,L_OR_MEAN,L_OR_MEDIAN,L_OR_STDDEV,L_DR_MEAN,L_DR_MEDIAN,L_DR_STDDEV,L_AST_MEAN,L_AST_MEDIAN,L_AST_STDDEV,L_TO_MEAN,L_TO_MEDIAN,L_TO_STDDEV,L_STL_MEAN,L_STL_MEDIAN,L_STL_STDDEV,L_BLK_MEAN,L_BLK_MEDIAN,L_BLK_STDDEV,L_PF_MEAN,L_PF_MEDIAN,L_PF_STDDEV,L_WLOCA,L_WLOCH,L_WLOCN,L_WINMARGINMEDIAN,L_WINMARGINMEAN,L_LOSEMARGINMEDIAN,L_LOSEMARGINMEAN,L_WON_CONFERENCE,L_TOTAL_WINS,W_CONF_ACC,W_CONF_AEC,W_CONF_A_SUN,W_CONF_A_TEN,W_CONF_BIG_EAST,W_CONF_BIG_SKY,W_CONF_BIG_SOUTH,W_CONF_BIG_TEN,W_CONF_BIG_TWELVE,W_CONF_BIG_WEST,W_CONF_CAA,W_CONF_CUSA,W_CONF_HORIZON,W_CONF_IVY,W_CONF_MAAC,W_CONF_MAC,W_CONF_MEAC,W_CONF_MID_CONT,W_CONF_MVC,W_CONF_MWC,W_CONF_NEC,W_CONF_OVC,W_CONF_PAC_TEN,W_CONF_PAC_TWELVE,W_CONF_PATRIOT,W_CONF_SEC,W_CONF_SOUTHERN,W_CONF_SOUTHLAND,W_CONF_SUMMIT,W_CONF_SUN_BELT,W_CONF_SWAC,W_CONF_WAC,W_CONF_WCC,L_CONF_ACC,L_CONF_AEC,L_CONF_A_SUN,L_CONF_A_TEN,L_CONF_BIG_EAST,L_CONF_BIG_SKY,L_CONF_BIG_SOUTH,L_CONF_BIG_TEN,L_CONF_BIG_TWELVE,L_CONF_BIG_WEST,L_CONF_CAA,L_CONF_CUSA,L_CONF_HORIZON,L_CONF_IVY,L_CONF_MAAC,L_CONF_MAC,L_CONF_MEAC,L_CONF_MID_CONT,L_CONF_MVC,L_CONF_MWC,L_CONF_NEC,L_CONF_OVC,L_CONF_PAC_TEN,L_CONF_PAC_TWELVE,L_CONF_PATRIOT,L_CONF_SEC,L_CONF_SOUTHERN,L_CONF_SOUTHLAND,L_CONF_SUMMIT,L_CONF_SUN_BELT,L_CONF_SWAC,L_CONF_WAC,L_CONF_WCC
2006,1326,1172,70,62,1,Y,2,Y,15,74.7,75.5,12.398971036284447,26.266666666666666,25.5,5.362277779871698,55.96666666666667,55.0,6.222779805339984,8.4,8.0,3.2440927747267776,22.666666666666668,23.0,5.175095090469575,13.766666666666667,13.5,6.140219772172224,19.133333333333333,19.5,7.6009678754536365,10.1,10.0,3.8358562412384902,23.933333333333334,24.5,4.168298531016961,15.7,15.0,4.647209025225563,12.133333333333333,12.0,3.5304911579115945,7.0,7.0,2.463527048205759,2.7,3.0,1.6640208884630563,15.4,15.0,3.8916355926791115,6,16,3,10.0,14.32,5.0,4.4,0.0,25.0,75.5925925925926,79.0,11.7186874404788,26.74074074074074,26.0,4.156483282337761,59.48148148148148,59.0,7.013011919449171,8.62962962962963,9.0,2.87091714303378,23.85185185185185,23.0,6.137549647010251,13.481481481481481,12.0,5.458728862814199,17.555555555555557,16.0,6.801206529463007,12.25925925925926,12.0,3.7579924324707092,26.25925925925926,25.0,4.637577223844634,17.666666666666668,18.0,4.104406637524338,13.296296296296296,13.0,4.461931410144256,4.481481481481482,4.0,2.225211664441599,1.5555555555555556,1.0,1.4763086328702342,18.333333333333332,18.0,4.755563543407303,4,11,2,15.0,15.0,8.0,10.9,1.0,17.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,1338,1245,79,64,1,X,5,X,12,72.45161290322581,73.0,11.8401540239909,25.29032258064516,25.0,4.6346056889958955,55.96774193548387,56.0,7.157671273851303,6.258064516129032,6.0,2.265211424061543,17.774193548387096,18.0,4.224607890438708,15.612903225806452,15.0,5.21329978263824,22.677419354838708,22.0,7.661101299309359,13.096774193548388,12.0,3.744817207018053,26.096774193548388,26.0,4.452376434442454,16.516129032258064,17.0,4.411129619057802,13.741935483870968,14.0,2.7924629742156997,6.354838709677419,6.0,2.5370374730746383,3.838709677419355,4.0,1.8990659843468385,17.06451612903226,17.0,3.7321618745794662,5,16,3,11.0,13.625,4.0,3.857142857142857,0.0,24.0,72.0625,72.5,13.295494022048318,24.5,25.0,4.799193480629439,55.1875,55.0,7.145661891733176,6.9375,7.0,2.5518810266533873,19.59375,19.0,3.3969566550265307,16.125,17.0,5.790704453217772,22.375,22.0,7.982844508795903,11.0625,11.0,3.9833322085749967,22.375,22.0,4.412226414802834,13.4375,13.0,4.157678477537752,13.25,13.0,3.222901918177708,7.71875,7.0,2.6425107196047106,2.3125,2.0,1.4466312368685637,20.09375,21.0,3.710137594179215,8,12,4,11.5,11.833333333333334,7.5,7.75,1.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1400,1335,60,52,1,W,2,W,15,76.12121212121212,77.0,12.383854346884432,26.96969696969697,27.0,5.211075035950165,57.696969696969695,57.0,7.6912484701966966,7.424242424242424,8.0,2.5375960946127614,19.545454545454547,20.0,4.337992832887328,14.757575757575758,16.0,5.84182282677196,20.454545454545453,20.0,7.870399088876104,14.06060606060606,13.0,4.205200604158156,26.181818181818183,26.0,4.118969420972813,14.909090909090908,15.0,4.1560470729681676,13.696969696969697,14.0,4.141896067057095,8.151515151515152,7.0,4.062951606600274,5.121212121212121,5.0,2.4207123920136575,15.303030303030303,15.0,4.171966326602245,7,16,4,24.0,23.074074074074073,14.5,15.666666666666666,0.0,27.0,69.0,68.0,13.767296813044373,24.703703703703702,24.0,5.489954566260193,55.0,56.0,8.024002454175557,6.592592592592593,7.0,3.079201435678004,20.703703703703702,21.0,5.12771365166263,13.0,12.0,7.274824872330394,19.22222222222222,19.0,9.394488291355216,10.518518518518519,11.0,3.735179641137351,21.74074074074074,21.0,4.0534182402263195,14.407407407407407,14.0,4.088061975099046,13.592592592592593,12.0,3.954153213436175,10.037037037037036,10.0,2.15694729940758,2.7037037037037037,2.0,1.4887995891066792,17.962962962962962,18.0,3.480511473039575,7,12,0,13.0,16.0,5.5,7.875,0.0,19.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1437,1284,58,45,1,Y,1,Y,16,75.41379310344827,75.0,11.700174728180373,25.03448275862069,26.0,4.578542801721101,58.793103448275865,59.0,6.976385220077532,9.10344827586207,9.0,3.320335907987612,23.551724137931036,24.0,5.193307553934552,16.24137931034483,15.0,6.027645669353079,21.620689655172413,21.0,7.659792020225057,13.482758620689655,13.0,4.289694375187155,22.75862068965517,23.0,5.2280505272301,12.620689655172415,11.0,4.19535281253852,11.275862068965518,10.0,4.423125524882488,7.586206896551724,8.0,3.0061513289932495,5.0344827586206895,5.0,2.2753768702080617,18.379310344827587,18.0,3.509312031717983,10,12,3,10.0,14.88,9.0,8.75,0.0,25.0,64.84375,64.0,12.053936246399266,23.3125,23.0,4.223112290640025,52.59375,53.0,7.547096750064803,6.34375,6.0,2.223182476222014,18.78125,18.0,4.360633092538506,11.875,10.0,7.677995370096664,17.84375,15.0,9.948607861761198,8.84375,8.5,3.7597990251710818,23.8125,24.0,4.934653630358764,14.65625,14.5,3.394581783352843,15.09375,15.0,3.420614687261586,7.65625,7.5,4.044983950683899,3.4375,2.5,2.687335891463586,16.9375,17.0,3.5005759894715207,9,8,1,7.0,8.833333333333334,8.0,9.428571428571429,1.0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,1452,1356,64,46,1,W,6,W,11,70.65517241379311,68.0,12.5392978331238,25.517241379310345,24.0,4.461107242884026,57.310344827586206,56.0,5.24474872253777,10.03448275862069,10.0,3.1564306086451697,29.310344827586206,29.0,5.880375645653102,9.586206896551724,9.0,4.246992560955091,12.862068965517242,12.0,5.416404566097821,7.827586206896552,8.0,3.3388296229714274,19.724137931034484,20.0,3.358321771830792,17.586206896551722,17.0,4.204735777152356,8.344827586206897,8.0,2.2877915437782463,7.896551724137931,8.0,3.1435288131357693,2.689655172413793,2.0,1.6924928418473248,13.0,13.0,3.24037034920393,5,12,2,9.0,11.578947368421053,5.0,5.7,0.0,19.0,60.774193548387096,62.0,8.085829899354195,21.29032258064516,21.0,3.100468226866138,51.806451612903224,51.0,6.959019829634579,5.67741935483871,5.0,2.441134937881607,16.870967741935484,17.0,4.951376478541908,12.516129032258064,11.0,5.807299818572801,18.193548387096776,18.0,8.063991380777098,11.838709677419354,12.0,4.1238879243867945,20.967741935483872,21.0,3.525940734685727,12.290322580645162,13.0,2.558561423757457,14.32258064516129,16.0,3.330536461034404,8.580645161290322,9.0,2.4869552140235927,3.193548387096774,3.0,1.9734800875392637,19.64516129032258,20.0,4.996988340302415,7,11,4,9.5,10.590909090909092,8.0,8.555555555555555,1.0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1130,1285,69,56,2,Y,4,Y,12,74.53125,76.0,10.289312886554638,26.375,26.5,5.51683640059842,53.90625,53.0,7.932616925726503,6.0,6.0,2.047815515884371,16.09375,16.0,4.176426740956994,15.78125,15.5,6.348656830258436,23.5,23.0,7.754291215711758,13.03125,12.5,3.737209369431654,22.15625,23.0,5.279964412147907,17.8125,17.5,4.0035266711302935,13.3125,13.5,4.328729978389326,5.9375,6.0,3.0154173733471574,4.28125,4.0,2.0671684701230735,16.5,16.0,4.10349968653823,8,13,4,10.0,11.68,2.0,6.714285714285714,0.0,25.0,78.14814814814815,78.0,8.520128672302583,27.814814814814813,28.0,3.3631148226816925,56.851851851851855,57.0,6.791984550266155,7.444444444444445,7.0,2.8329562343320847,19.444444444444443,19.0,4.71767000291566,15.074074074074074,15.0,5.56725264329741,21.14814814814815,20.0,6.7179650290139294,11.074074074074074,10.0,3.97033156846286,24.074074074074073,24.0,3.730600342757035,17.703703703703702,18.0,4.770218627587813,14.148148148148149,12.0,4.338589842720999,7.296296296296297,7.0,2.446580263501483,2.925925925925926,2.0,2.1290287768753933,18.814814814814813,19.0,4.215694459051769,8,11,2,11.0,11.571428571428571,4.5,9.833333333333334,1.0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1181,1203,74,61,2,W,1,W,8,82.51515151515152,81.0,9.763200077719182,27.757575757575758,27.0,3.446286978676317,56.15151515151515,56.0,5.368433268429044,7.818181818181818,8.0,3.106993577545517,19.757575757575758,19.0,4.854317041499653,19.181818181818183,18.0,6.156574460762178,25.21212121212121,24.0,7.50315590167554,9.545454545454545,10.0,2.7510328638861834,23.363636363636363,23.0,4.371914496377573,15.363636363636363,16.0,3.8145951769009994,13.393939393939394,13.0,3.622321371884626,9.545454545454545,10.0,3.77566971783574,5.424242424242424,4.0,3.0314013161232776,17.484848484848484,17.0,3.69223181254587,10,14,6,13.0,15.4,5.0,5.0,1.0,30.0,78.96428571428571,80.0,11.383816137010898,28.321428571428573,29.0,4.84617887984438,60.0,59.0,7.358542528799309,5.964285714285714,5.0,3.327574390265576,16.821428571428573,16.5,7.1959534484143255,16.357142857142858,16.5,5.306978534347126,25.5,26.5,8.194397363329907,13.821428571428571,13.0,3.761929877352368,24.357142857142858,23.5,4.218252101718294,17.321428571428573,18.0,4.830869651243096,14.142857142857142,14.0,3.5768213253740804,9.428571428571429,9.0,3.500566847521734,4.678571428571429,5.0,2.389073451711344,17.892857142857142,18.0,4.43336913698396,10,15,1,12.5,14.615384615384615,18.0,18.0,0.0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1196,1454,82,60,2,Y,3,Y,11,79.27272727272727,77.0,11.506174231887224,27.636363636363637,27.0,5.544243533940078,54.39393939393939,55.0,7.399068327918869,7.393939393939394,8.0,2.370909555679449,18.757575757575758,19.0,5.250180372081891,16.606060606060606,15.0,6.26966602947973,22.606060606060606,22.0,8.123805273467115,10.606060606060606,11.0,3.724407620174263,24.636363636363637,24.0,4.470865281311478,17.03030303030303,16.0,5.009271706576018,14.878787878787879,15.0,3.689152813973485,8.030303030303031,8.0,3.2353984345522315,4.9393939393939394,4.0,2.6331942809470252,16.12121212121212,16.0,4.76810743218402,6,16,5,15.0,18.703703703703702,4.0,4.5,1.0,27.0,73.53571428571429,76.0,11.050329785114485,25.642857142857142,25.5,5.781287090543111,58.714285714285715,59.0,6.582002075565709,6.571428571428571,6.5,3.2481170776720085,19.464285714285715,18.0,6.51199544349385,15.678571428571429,16.0,6.571845512422934,22.678571428571427,21.0,8.977558735344527,14.321428571428571,14.0,3.8398839819334376,23.892857142857142,24.0,4.748015458446908,12.5,12.5,4.864839839775475,13.785714285714286,13.5,4.067551295924066,6.785714285714286,7.0,3.010563412966427,2.9285714285714284,3.0,1.942289054823399,19.428571428571427,19.0,4.533239961690153,8,12,0,12.5,14.4,6.5,8.75,1.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1211,1231,90,80,2,X,3,X,6,80.1,80.0,13.332226965592394,27.3,27.0,5.12027747092971,57.233333333333334,56.0,7.555237203119588,5.7,6.0,2.2765672888561093,15.566666666666666,15.0,4.477401750656468,19.8,19.0,6.748690805349352,25.3,26.0,8.622944532686796,12.6,12.0,3.36923198042685,25.0,24.0,3.7874566117919946,14.033333333333333,15.0,3.624469838361936,13.333333333333334,13.0,4.341724854553047,7.266666666666667,6.0,2.9353180328582775,2.8,2.0,1.6897255439251377,18.8,19.0,3.7545374847160504,8,16,3,9.0,9.11111111111111,4.0,5.666666666666667,1.0,27.0,71.17241379310344,70.0,13.604277073031225,25.20689655172414,25.0,5.300803917094811,54.827586206896555,54.0,7.091589412401752,8.689655172413794,9.0,3.7426446749005677,21.96551724137931,22.0,6.067964818976374,12.068965517241379,12.0,5.7813186489067565,17.275862068965516,17.0,7.308979563934343,10.0,9.0,3.9096949095440023,23.93103448275862,25.0,5.6311064282174,14.96551724137931,13.0,5.6346045533743006,14.620689655172415,15.0,3.3103063421408194,6.310344827586207,6.0,2.7005746514910234,2.3793103448275863,2.0,1.9714714066882033,18.20689655172414,18.0,3.8114424560865556,5,10,3,12.0,14.277777777777779,8.0,9.454545454545455,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1261,1401,58,57,2,W,4,W,12,74.76666666666667,73.5,12.08499592208378,27.7,27.0,5.676023377269545,58.266666666666666,59.0,7.812162636394053,4.333333333333333,4.5,2.005738892714385,12.833333333333334,13.0,3.424891977489401,15.033333333333333,14.0,6.47266577994342,21.5,21.0,7.727023783561439,13.9,12.5,4.801939263428388,26.333333333333332,25.5,5.874159269753994,15.733333333333333,14.5,4.346487550078627,15.566666666666666,15.0,5.203999346214631,8.466666666666667,9.0,3.1374636509319975,6.266666666666667,6.5,2.9934795038934014,15.666666666666666,16.0,3.536346578947937,8,14,0,13.5,14.863636363636363,3.5,5.125,0.0,22.0,69.20689655172414,70.0,13.686226941044541,23.551724137931036,23.0,4.594921162828675,52.3448275862069,52.0,5.56311745894952,6.551724137931035,6.0,2.823197362876654,18.275862068965516,19.0,4.511070127428888,15.551724137931034,14.0,7.853962634494731,23.03448275862069,20.0,10.29730463561318,10.379310344827585,10.0,3.1782047167661935,21.310344827586206,21.0,4.598939693605334,16.75862068965517,17.0,4.572082773386709,13.413793103448276,13.0,3.4694301856079885,8.655172413793103,9.0,3.3303352691472528,2.9655172413793105,2.0,2.3373177334697393,21.586206896551722,21.0,5.053409325673894,4,16,1,8.0,14.428571428571429,5.5,6.125,0.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1417,1104,62,59,2,X,2,X,10,68.57575757575758,68.0,9.40089857084917,24.393939393939394,24.0,4.743017195964201,50.75757575757576,50.0,6.514552474222149,6.2727272727272725,7.0,2.6957458067379894,17.575757575757574,17.0,4.0002367354187855,13.515151515151516,13.0,4.867758802321225,19.21212121212121,18.0,6.060928021751164,10.878787878787879,10.0,2.9128763250176766,22.09090909090909,22.0,3.9793501068299166,14.06060606060606,14.0,4.663283405628713,14.545454545454545,14.0,3.536337345076374,5.636363636363637,6.0,2.583822045659562,2.757575757575758,2.0,2.0004734288147747,16.151515151515152,17.0,4.610593861703257,8,14,5,11.0,12.62962962962963,4.0,4.833333333333333,1.0,27.0,69.96551724137932,65.0,13.178669883621701,24.517241379310345,23.0,4.8889137681608075,54.06896551724138,55.0,7.126064003174536,5.517241379310345,5.0,2.131744584927908,16.24137931034483,15.0,4.687789399933413,15.413793103448276,13.0,6.219308880869724,21.82758620689655,21.0,8.767101514498236,12.517241379310345,12.0,4.461107242884026,24.482758620689655,25.0,4.493015926771972,12.206896551724139,11.0,3.7547998838137406,13.517241379310345,13.0,2.9835344530459698,6.344827586206897,6.0,2.553371189916879,5.0344827586206895,5.0,2.8720669339182194,13.827586206896552,13.0,3.0008209057480237,3,14,0,6.0,11.117647058823529,10.0,8.916666666666666,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,1449,1228,67,64,2,Z,5,Z,4,82.4,83.0,14.464224593923042,30.1,30.5,6.326463303539704,63.43333333333333,64.0,8.328113307608621,6.566666666666666,6.0,2.9905982948098426,18.0,18.0,4.410019938965011,15.633333333333333,15.0,6.321737721235512,20.9,21.0,8.235122426491932,14.833333333333334,15.5,4.307838351698891,23.033333333333335,22.0,4.55225092737067,16.533333333333335,16.0,5.917439645152535,15.033333333333333,15.0,4.213961469255245,7.933333333333334,7.5,4.101583658265075,3.5,4.0,2.556263436858707,18.933333333333334,18.5,4.623279425221686,6,17,1,16.5,18.0,8.0,7.166666666666667,0.0,24.0,69.96774193548387,70.0,11.799671947326175,25.612903225806452,25.0,4.681007151990824,56.12903225806452,56.0,7.718989292577412,7.354838709677419,7.0,2.3173028444979478,20.258064516129032,20.0,4.187025530815274,11.387096774193548,11.0,5.044319705403552,17.967741935483872,17.0,7.0355472232927845,12.451612903225806,13.0,4.264885380854678,23.548387096774192,23.0,4.689269379319977,15.096774193548388,15.0,4.392074974387978,12.35483870967742,12.0,3.1680528940951964,6.225806451612903,6.0,2.57823812475826,2.5161290322580645,2.0,1.480337072920342,17.387096774193548,18.0,3.8788092619156442,5,15,5,15.0,16.6,6.5,7.833333333333333,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1455,1397,80,73,2,Z,7,Z,2,68.3225806451613,67.0,12.039897831167263,23.774193548387096,23.0,4.623920972647601,53.87096774193548,54.0,5.649436169411782,6.741935483870968,7.0,2.977333728192434,18.193548387096776,18.0,5.262568161640663,14.03225806451613,14.0,5.8222783110379375,19.322580645161292,19.0,7.828950958990583,11.838709677419354,12.0,3.2051705538972324,25.032258064516128,25.0,5.043040557492684,14.96774193548387,15.0,3.945325258815737,12.903225806451612,12.0,3.058919620930211,5.290322580645161,5.0,2.4656783838272824,1.8387096774193548,2.0,1.5936702752566354,15.451612903225806,16.0,3.354983454280307,8,13,2,8.0,12.08695652173913,8.5,8.5,0.0,23.0,81.32142857142857,79.5,10.736071325826202,28.857142857142858,29.0,4.386125310350268,61.857142857142854,61.5,6.252195381619729,8.892857142857142,9.0,2.6153292507726618,22.607142857142858,22.0,3.37023227811758,14.714285714285714,14.0,5.91831521857826,21.0,19.5,7.869302759833676,11.535714285714286,11.0,4.032113156638403,21.821428571428573,22.0,4.769141326770364,17.214285714285715,16.5,5.152181435564313,12.964285714285714,12.5,4.517309448785268,10.214285714285714,10.0,2.3310646567314333,3.0357142857142856,3.0,1.7739293663574647,18.0,17.5,4.634811914358714,7,13,1,11.0,13.333333333333334,9.0,9.428571428571429,0.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,1133,1338,72,66,2,X,13,X,5,71.53333333333333,72.0,11.382785954763175,26.1,26.5,4.9154927490046445,58.733333333333334,57.5,8.460591539331176,5.566666666666666,5.0,2.1444930810596343,16.933333333333334,19.0,4.548082834696877,13.766666666666667,12.0,6.333726545567228,19.166666666666668,17.0,7.390969948633885,12.6,12.5,5.468404545739284,25.1,25.5,5.1148869944034185,16.533333333333335,16.0,5.5506031566217064,15.2,16.0,3.8809881429240725,9.2,8.0,3.487910153857079,4.833333333333333,4.0,2.7048275275926534,18.733333333333334,18.5,5.336493316733398,5,13,2,14.0,15.2,10.0,8.7,0.0,20.0,72.45161290322581,73.0,11.8401540239909,25.29032258064516,25.0,4.6346056889958955,55.96774193548387,56.0,7.157671273851303,6.258064516129032,6.0,2.265211424061543,17.774193548387096,18.0,4.224607890438708,15.612903225806452,15.0,5.21329978263824,22.677419354838708,22.0,7.661101299309359,13.096774193548388,12.0,3.744817207018053,26.096774193548388,26.0,4.452376434442454,16.516129032258064,17.0,4.411129619057802,13.741935483870968,14.0,2.7924629742156997,6.354838709677419,6.0,2.5370374730746383,3.838709677419355,4.0,1.8990659843468385,17.06451612903226,17.0,3.7321618745794662,5,16,3,11.0,13.625,4.0,3.857142857142857,0.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1163,1246,87,83,2,Z,1,Z,8,81.33333333333333,78.5,15.079864019631437,29.066666666666666,27.0,6.55445798981349,62.1,60.0,9.770998607773079,5.3,5.0,2.7183920196347313,14.8,14.5,5.585696017507577,17.9,19.0,6.789190190904645,25.5,26.0,8.097466611060609,16.3,16.5,4.706195476397997,28.666666666666668,28.0,4.513071691426364,15.933333333333334,15.5,5.19902731840017,14.2,14.0,3.8631771809010367,6.633333333333334,6.0,3.045441288824686,9.333333333333334,8.0,4.404804064947125,15.4,14.5,3.8200920732720385,8,16,3,13.0,18.48148148148148,5.0,7.333333333333333,0.0,27.0,70.45454545454545,71.0,9.162051179631213,25.90909090909091,27.0,4.267344288046989,57.484848484848484,58.0,6.0369757128528985,7.636363636363637,7.0,2.7479331075621842,21.484848484848484,21.0,3.993128567624108,11.0,10.0,4.366062299143246,16.757575757575758,17.0,5.916239848027963,12.666666666666666,13.0,3.4970225430595474,23.21212121212121,23.0,5.12809404017209,14.181818181818182,15.0,4.11896942097281,13.393939393939394,13.0,4.205200604158156,5.96969696969697,6.0,2.0384560408071177,3.090909090909091,2.0,2.2688603466778807,16.90909090909091,17.0,4.072496442322236,6,10,5,13.0,13.285714285714286,4.5,9.916666666666666,0.0,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
